user_id,idade,genero,numero_de_dependentes,ultimo_salario_informado,classificacao_de_inadimplencia,taxa_de_endividamento,atraso_superior_90_dias,atraso_30_59_dias,atraso_60_89_dias,total_de_emprestimo_por_id,score_segmentado,faixa_etaria,perfil_pagador
24324,21,F,0,1370,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
16574,21,M,0,1300,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
22147,21,M,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
2966,21,F,0,641,Sem histórico de inadimplência,1,0,0,0,3,1,Jovens (18-30 anos),mau_pagador
4012,21,M,0,0,Sem histórico de inadimplência,2,0,0,0,2,2,Jovens (18-30 anos),mau_pagador
28122,21,M,0,5400,Sem histórico de inadimplência,8,0,0,0,0,8,Jovens (18-30 anos),mau_pagador
2932,21,M,0,5400,Sem histórico de inadimplência,9,0,0,0,1,9,Jovens (18-30 anos),mau_pagador
28075,21,M,0,5400,Sem histórico de inadimplência,12,0,0,0,1,12,Jovens (18-30 anos),mau_pagador
18682,21,M,0,5400,Sem histórico de inadimplência,34,0,0,0,1,34,Jovens (18-30 anos),mau_pagador
18876,21,F,0,5400,Sem histórico de inadimplência,307,0,0,0,0,307,Jovens (18-30 anos),mau_pagador
24483,21,M,0,5400,Sem histórico de inadimplência,0,98,98,98,0,588,Jovens (18-30 anos),mau_pagador
3108,21,M,0,5400,Sem histórico de inadimplência,0,98,98,98,0,588,Jovens (18-30 anos),mau_pagador
865,21,M,0,867,Sem histórico de inadimplência,0,98,98,98,0,588,Jovens (18-30 anos),mau_pagador
33474,21,M,0,5400,Sem histórico de inadimplência,112,0,0,0,1,112,Jovens (18-30 anos),mau_pagador
2303,21,M,0,5400,Sem histórico de inadimplência,672,0,0,0,1,672,Jovens (18-30 anos),mau_pagador
7457,22,M,0,0,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
35562,22,M,0,1000,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
941,22,F,0,2745,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
24115,22,M,0,3600,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
11082,22,M,0,1300,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
2240,22,M,0,800,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
12798,22,F,0,1200,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
24166,22,F,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
33171,22,M,0,3000,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
21860,22,M,0,929,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
6923,22,M,0,7370,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
13011,22,M,0,2280,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
7661,22,F,0,2000,Sem histórico de inadimplência,0,0,0,0,4,0,Jovens (18-30 anos),bom_pagador
17528,22,M,0,2150,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
21887,22,M,0,526,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
35846,22,F,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
24286,22,F,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
23737,22,M,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
22193,22,F,0,1200,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
21325,22,M,0,1300,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
32473,22,F,0,2133,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
21372,22,M,0,929,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
7700,22,M,0,1700,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
23035,22,M,0,400,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
1792,22,M,0,864,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
22396,22,F,0,1540,Sem histórico de inadimplência,0,0,0,0,7,0,Jovens (18-30 anos),bom_pagador
23671,22,M,0,929,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
15572,22,M,0,1900,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
5465,22,M,0,1500,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
23577,22,M,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
22960,22,M,0,1920,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
13965,22,M,0,2000,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
11173,22,F,0,4500,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
30541,22,F,0,2500,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
13479,22,F,0,1500,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
34458,22,F,0,300,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
14112,22,M,0,0,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
6011,22,M,0,1900,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
7779,22,F,0,100,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
7825,22,M,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
30918,22,F,0,2083,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
33153,22,F,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
33270,22,F,0,5400,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
17182,22,M,0,2000,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
3045,22,M,0,500,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
30240,22,M,0,929,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
18697,22,M,0,1600,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
12603,22,M,0,929,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
33917,22,M,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
19143,22,M,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
26111,22,M,0,1400,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
6546,22,F,0,704,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
796,22,F,0,929,Sem histórico de inadimplência,0,0,0,0,4,0,Jovens (18-30 anos),bom_pagador
35688,22,M,0,2000,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
14767,22,M,0,5400,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
35583,22,M,0,450,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
34618,22,F,0,929,Sem histórico de inadimplência,0,0,0,0,5,0,Jovens (18-30 anos),bom_pagador
2501,22,F,0,1600,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
19053,22,F,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
17714,22,M,0,2745,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
771,22,M,0,1000,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
31374,22,M,0,929,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
35568,22,M,0,1600,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
2822,22,M,0,3800,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
34674,22,M,0,1000,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
23513,22,F,0,615,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
20779,22,F,0,0,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
1158,22,F,0,929,Sem histórico de inadimplência,0,0,0,0,5,0,Jovens (18-30 anos),bom_pagador
7252,22,M,0,1760,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
22115,22,M,0,1500,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
31952,22,M,0,929,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
19672,22,M,0,300,Sem histórico de inadimplência,1,0,0,0,4,1,Jovens (18-30 anos),mau_pagador
6865,22,M,0,0,Sem histórico de inadimplência,1,0,0,0,2,1,Jovens (18-30 anos),mau_pagador
32951,22,M,0,5400,Sem histórico de inadimplência,1,0,0,0,1,1,Jovens (18-30 anos),mau_pagador
3904,22,F,0,1,Sem histórico de inadimplência,1,0,0,0,1,1,Jovens (18-30 anos),mau_pagador
32341,22,F,0,350,Sem histórico de inadimplência,1,0,0,0,1,1,Jovens (18-30 anos),mau_pagador
3319,22,F,0,5400,Sem histórico de inadimplência,1,0,0,0,1,1,Jovens (18-30 anos),mau_pagador
9076,22,F,0,3600,Sem histórico de inadimplência,0,0,0,1,5,2,Jovens (18-30 anos),mau_pagador
4197,22,M,0,5400,Sem histórico de inadimplência,2,0,0,0,1,2,Jovens (18-30 anos),mau_pagador
34849,22,M,0,1700,Sem histórico de inadimplência,0,1,0,0,1,3,Jovens (18-30 anos),mau_pagador
25132,22,M,0,1,Sem histórico de inadimplência,5,0,0,0,2,5,Jovens (18-30 anos),mau_pagador
9401,22,F,0,1308,Sem histórico de inadimplência,0,2,0,0,3,6,Jovens (18-30 anos),mau_pagador
6309,22,M,0,0,Sem histórico de inadimplência,8,0,0,0,1,8,Jovens (18-30 anos),mau_pagador
3683,22,M,0,5400,Sem histórico de inadimplência,20,0,0,0,0,20,Jovens (18-30 anos),mau_pagador
20557,22,M,0,0,Sem histórico de inadimplência,22,0,0,0,1,22,Jovens (18-30 anos),mau_pagador
13521,22,F,0,5400,Sem histórico de inadimplência,23,0,0,0,3,23,Jovens (18-30 anos),mau_pagador
7628,22,M,0,0,Sem histórico de inadimplência,28,0,0,0,3,28,Jovens (18-30 anos),mau_pagador
9696,22,F,0,0,Sem histórico de inadimplência,36,0,0,0,1,36,Jovens (18-30 anos),mau_pagador
12666,22,F,0,5400,Sem histórico de inadimplência,37,0,1,0,2,38,Jovens (18-30 anos),mau_pagador
20487,22,M,0,5400,Sem histórico de inadimplência,50,0,0,0,2,50,Jovens (18-30 anos),mau_pagador
13819,22,F,0,5400,Sem histórico de inadimplência,62,0,0,0,1,62,Jovens (18-30 anos),mau_pagador
31904,22,F,0,0,Sem histórico de inadimplência,0,98,98,98,0,588,Jovens (18-30 anos),mau_pagador
12771,22,M,0,5400,Sem histórico de inadimplência,0,98,98,98,0,588,Jovens (18-30 anos),mau_pagador
23057,22,M,0,5400,Sem histórico de inadimplência,0,98,98,98,0,588,Jovens (18-30 anos),mau_pagador
26354,22,M,0,5400,Sem histórico de inadimplência,0,98,98,98,0,588,Jovens (18-30 anos),mau_pagador
17431,22,M,0,5400,Sem histórico de inadimplência,0,98,98,98,0,588,Jovens (18-30 anos),mau_pagador
20824,22,F,0,4500,Sem histórico de inadimplência,0,98,98,98,0,588,Jovens (18-30 anos),mau_pagador
25469,22,M,0,5400,Sem histórico de inadimplência,346,0,0,0,1,346,Jovens (18-30 anos),mau_pagador
12647,22,M,0,5400,Sem histórico de inadimplência,97,0,0,0,0,97,Jovens (18-30 anos),mau_pagador
35417,22,M,0,5400,Sem histórico de inadimplência,212,0,0,0,2,212,Jovens (18-30 anos),mau_pagador
3569,23,M,0,0,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
29688,23,M,0,3400,Sem histórico de inadimplência,0,0,0,0,5,0,Jovens (18-30 anos),bom_pagador
223,23,M,0,1200,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
27519,23,F,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
2129,23,M,0,898,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
2991,23,M,0,3700,Sem histórico de inadimplência,0,0,0,0,4,0,Jovens (18-30 anos),bom_pagador
24255,23,M,0,1000,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
26832,23,M,0,1100,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
25057,23,M,0,1400,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
28293,23,F,0,1800,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
14059,23,F,0,2000,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
34629,23,M,0,929,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
34758,23,F,0,2500,Sem histórico de inadimplência,0,0,0,0,4,0,Jovens (18-30 anos),bom_pagador
252,23,M,0,800,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
17316,23,F,0,929,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
23709,23,M,0,2500,Sem histórico de inadimplência,0,0,0,0,7,0,Jovens (18-30 anos),bom_pagador
23738,23,F,0,1120,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
15354,23,M,0,929,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
25780,23,M,0,3500,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
17527,23,M,0,1500,Sem histórico de inadimplência,0,0,0,0,8,0,Jovens (18-30 anos),bom_pagador
22033,23,F,0,3083,Sem histórico de inadimplência,0,0,0,0,4,0,Jovens (18-30 anos),bom_pagador
30323,23,M,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
11223,23,M,0,929,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
11474,23,M,0,800,Sem histórico de inadimplência,0,0,0,0,4,0,Jovens (18-30 anos),bom_pagador
4720,23,M,0,10000,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
16614,23,M,1,1906,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
31237,23,M,0,1729,Sem histórico de inadimplência,0,0,0,0,5,0,Jovens (18-30 anos),bom_pagador
2686,23,F,0,1527,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
35480,23,M,0,900,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
4357,23,M,0,600,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
16887,23,M,0,1500,Sem histórico de inadimplência,0,0,0,0,4,0,Jovens (18-30 anos),bom_pagador
7486,23,F,0,1923,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
32879,23,F,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
20127,23,M,0,500,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
1141,23,F,0,1800,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
28029,23,M,0,3800,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
11256,23,F,0,800,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
16136,23,F,0,764,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
9808,23,M,1,1300,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
3762,23,M,0,600,Sem histórico de inadimplência,0,0,0,0,5,0,Jovens (18-30 anos),bom_pagador
31183,23,M,0,1300,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
24688,23,M,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
337,23,M,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
23258,23,F,0,2500,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
9347,23,M,0,0,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
398,23,F,0,2557,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
6735,23,M,0,1200,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
26965,23,M,0,500,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
29795,23,M,0,2700,Sem histórico de inadimplência,0,0,0,0,7,0,Jovens (18-30 anos),bom_pagador
10655,23,M,1,3586,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
10501,23,F,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
34378,23,F,0,929,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
3996,23,F,1,3500,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
2167,23,M,0,1750,Sem histórico de inadimplência,0,0,0,0,5,0,Jovens (18-30 anos),bom_pagador
4724,23,F,0,2557,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
20806,23,F,0,820,Sem histórico de inadimplência,0,0,0,0,4,0,Jovens (18-30 anos),bom_pagador
23215,23,M,0,898,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
2243,23,M,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
31732,23,M,0,929,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
34072,23,M,0,5400,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
30006,23,F,0,898,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
3232,23,M,0,4583,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
7540,23,M,0,3229,Sem histórico de inadimplência,0,0,0,0,6,0,Jovens (18-30 anos),bom_pagador
20894,23,M,0,3200,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
26128,23,M,0,3000,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
5558,23,F,0,3000,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
12567,23,M,0,1200,Sem histórico de inadimplência,0,0,0,0,8,0,Jovens (18-30 anos),bom_pagador
6476,23,F,0,898,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
6329,23,M,0,1641,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
5687,23,M,0,820,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
2757,23,M,0,5400,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
17810,23,F,0,2364,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
29602,23,M,0,820,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
25214,23,M,0,2000,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
3546,23,F,0,1580,Sem histórico de inadimplência,0,0,0,0,4,0,Jovens (18-30 anos),bom_pagador
22256,23,F,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
28152,23,M,0,1200,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
32806,23,F,0,864,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
29737,23,M,0,2680,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
35368,23,M,0,0,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
24963,23,M,0,1100,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
15253,23,F,3,5654,Sem histórico de inadimplência,0,0,0,0,8,0,Jovens (18-30 anos),bom_pagador
34659,23,F,0,800,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
19010,23,F,0,5400,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
35680,23,M,0,736,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
9350,23,F,0,864,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
2393,23,F,0,1000,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
29965,23,M,0,5400,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
20319,23,F,0,300,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
26602,23,M,0,3100,Sem histórico de inadimplência,0,0,0,0,5,0,Jovens (18-30 anos),bom_pagador
6769,23,M,0,3000,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
16571,23,M,0,2100,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
1831,23,M,0,1000,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
8505,23,M,0,600,Sem histórico de inadimplência,0,0,0,0,8,0,Jovens (18-30 anos),bom_pagador
7328,23,M,0,5400,Sem histórico de inadimplência,0,0,0,0,0,0,Jovens (18-30 anos),bom_pagador
1027,23,M,0,1666,Sem histórico de inadimplência,0,0,0,0,5,0,Jovens (18-30 anos),bom_pagador
14274,23,M,0,3500,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
25772,23,M,0,1660,Sem histórico de inadimplência,0,0,0,0,5,0,Jovens (18-30 anos),bom_pagador
11378,23,F,0,820,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
99,23,F,0,2200,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
8628,23,M,0,3040,Sem histórico de inadimplência,0,0,0,0,3,0,Jovens (18-30 anos),bom_pagador
2262,23,M,0,1200,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
4842,23,M,0,3333,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
22633,23,F,0,898,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
13724,23,F,0,5400,Sem histórico de inadimplência,0,0,0,0,1,0,Jovens (18-30 anos),bom_pagador
33904,23,F,0,600,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
24571,23,M,0,3900,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
33482,23,M,0,898,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
22278,23,F,0,1700,Sem histórico de inadimplência,0,0,0,0,2,0,Jovens (18-30 anos),bom_pagador
